timestamp,run_id,node,elapsed_ms,success
2025-12-16T08:51:19.045647,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,run_rag,6757.26,True
2025-12-16T08:51:19.046654,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,rag_node,6758.74,True
2025-12-16T08:51:22.372148,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,sanitization,3327.28,True
2025-12-16T08:51:22.372148,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,api_chat,10681.35,True
2025-12-16T08:51:42.536641,4be78382-0722-489e-b5c3-dbc26d1d9825,decide_workflow,657.87,True
2025-12-16T08:51:42.537643,4be78382-0722-489e-b5c3-dbc26d1d9825,workflow_node,659.1,True
2025-12-16T08:51:48.784721,4be78382-0722-489e-b5c3-dbc26d1d9825,run_rag,6246.77,True
2025-12-16T08:51:48.787778,4be78382-0722-489e-b5c3-dbc26d1d9825,rag_node,6248.05,True
2025-12-16T08:51:51.366701,4be78382-0722-489e-b5c3-dbc26d1d9825,sanitization,2577.86,True
2025-12-16T08:51:51.368015,4be78382-0722-489e-b5c3-dbc26d1d9825,api_chat,9489.5,True
2025-12-16T08:52:08.797447,5f67d411-f18a-48dc-b9fc-24f426bdeade,decide_workflow,748.52,True
2025-12-16T08:52:08.798503,5f67d411-f18a-48dc-b9fc-24f426bdeade,workflow_node,749.86,True
2025-12-16T08:52:15.347787,5f67d411-f18a-48dc-b9fc-24f426bdeade,run_rag,6548.08,True
2025-12-16T08:52:15.347787,5f67d411-f18a-48dc-b9fc-24f426bdeade,rag_node,6549.2,True
2025-12-16T08:52:17.682236,5f67d411-f18a-48dc-b9fc-24f426bdeade,sanitization,2337.35,True
2025-12-16T08:52:17.689106,5f67d411-f18a-48dc-b9fc-24f426bdeade,api_chat,9641.11,True
2026-01-18T11:30:13.587360,d7b653b7-629a-4867-8c27-43f2937bc1d2,decide_workflow,1414.5,True
2026-01-18T11:30:13.589528,d7b653b7-629a-4867-8c27-43f2937bc1d2,workflow_node,1416.34,True
2026-01-18T11:30:17.240685,d7b653b7-629a-4867-8c27-43f2937bc1d2,analysis_node,3649.34,True
2026-01-18T11:30:17.241458,d7b653b7-629a-4867-8c27-43f2937bc1d2,api_chat,5070.82,True
2026-01-18T11:31:38.305638,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,decide_workflow,1296.51,True
2026-01-18T11:31:38.307635,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,workflow_node,1299.48,True
2026-01-18T11:31:50.829479,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,run_rag,12517.62,True
2026-01-18T11:31:50.830478,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,rag_node,12519.56,True
2026-01-18T11:31:52.115235,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,sanitization,1282.38,True
2026-01-18T11:31:52.118430,5dd6ca5e-8021-44c8-8b2f-eaa708a22ade,api_chat,15112.57,True
